"","Security","Date","ROC","RSI","SO_SMA","CCI","Change"
"243","HDFC",2017-08-11,-7.5,17.3570595099183,16.0431215631493,-157.755,"GAIN"
"244","HDFC",2017-08-14,-5.6,24.5492788461538,19.7555923118869,-105.459,"GAIN"
"245","HDFC",2017-08-16,-4.5,24.7978436657681,33.3982396805322,-91.323,"GAIN"
"246","HDFC",2017-08-17,-4.1,31.4385519212448,41.8115205270806,-71.196,"LOSS"
"247","HDFC",2017-08-18,-4.5,30.850732315363,46.9738544030563,-74.885,"LOSS"
"248","HDFC",2017-08-21,-4.3,27.4829528609546,45.9870362560045,-70.622,"LOSS"
"249","HDFC",2017-08-22,-4.3,27.4341521160106,43.0517803455563,-82.113,"GAIN"
"250","HDFC",2017-08-23,-5,31.4321926489226,42.3149028700697,-61.601,"LOSS"
"251","HDFC",2017-08-24,-3.6,31.0874334064556,42.2892173183752,-67.955,"GAIN"
"252","HDFC",2017-08-28,-2,29.8564593301436,46.0614547620198,-38.366,"LOSS"
"253","HDFC",2017-08-29,-2.6,33.085896076352,47.2483153042262,-43.924,"LOSS"
"254","HDFC",2017-08-30,0.37,34.5642540620384,50.5955160945203,-46.902,"LOSS"
"255","HDFC",2017-08-31,0.56,33.8762214983713,49.883094234276,-56.518,"LOSS"
"256","HDFC",2017-09-01,-1.1,45.2392460125665,48.805492584864,-56.74,"LOSS"
"257","HDFC",2017-09-04,-3.3,40.9448818897638,38.3821716337843,-112.079,"GAIN"
"258","HDFC",2017-09-05,-2,47.8361669242659,38.7485859276218,-61.635,"LOSS"
"259","HDFC",2017-09-06,-2,39.6825396825397,38.4448391553188,-80.58,"GAIN"
"260","HDFC",2017-09-07,-0.8,38.5062240663901,48.4507598184331,-23.256,"GAIN"
"261","HDFC",2017-09-08,-0.73,40.4088734232275,48.1349911190055,2.088,"GAIN"
"262","HDFC",2017-09-11,0.72,54.83998419597,63.2769764986253,68.554,"GAIN"
"263","HDFC",2017-09-12,3.1,63.5038860103627,72.0937743116823,192.569,"LOSS"
"264","HDFC",2017-09-13,1.7,59.8295992426633,78.906062247148,138.114,"GAIN"
"265","HDFC",2017-09-14,5.2,68.7727509100364,81.2094070139479,171.13,"LOSS"
"266","HDFC",2017-09-15,5.5,66.1294728216334,85.0348909373111,157.327,"LOSS"
"267","HDFC",2017-09-18,5.6,68.6808510638298,89.918406781851,138.918,"GAIN"
"268","HDFC",2017-09-19,8.1,74.1885224616983,88.3792401795012,143.44,"GAIN"
"269","HDFC",2017-09-20,11,78.5498489425982,87.7544090640459,160.274,"LOSS"
"270","HDFC",2017-09-21,7.8,75.3119429590018,84.5371834488842,112.362,"LOSS"
