Security,Date,RSI,CCI,Change,CMF
HDFC,2018-05-29,36.67175572519081,-38.15,GAIN,-0.22
HDFC,2018-05-30,43.10640732265442,-4.62,LOSS,-0.17
HDFC,2018-05-31,43.64320880393864,2.85,LOSS,-0.18
HDFC,2018-06-01,37.911949685534545,-37.93,LOSS,-0.16
HDFC,2018-06-04,37.375992063492035,-70.85,LOSS,-0.06
HDFC,2018-06-05,33.46657783699753,-118.59,GAIN,-0.06
HDFC,2018-06-06,43.2937512166634,-71.4,GAIN,-0.03
HDFC,2018-06-07,56.813008130081286,77.29,LOSS,-0
HDFC,2018-06-08,55.85038363171355,88.93,GAIN,-0.02
HDFC,2018-06-11,56.917797535485875,91.69,GAIN,-0.04
HDFC,2018-06-12,63.023909985935305,132.74,LOSS,-0.02
HDFC,2018-06-13,63.166055821821296,114.24,LOSS,-0.04
HDFC,2018-06-14,63.103788198845244,81.52,LOSS,-0.04
HDFC,2018-06-15,52.110909850912655,27.57,LOSS,-0.03
HDFC,2018-06-18,48.34905660377357,0.62,LOSS,-0.06
HDFC,2018-06-19,45.390720390720375,-17.8,LOSS,-0.07
HDFC,2018-06-20,46.21600621600619,-18.57,GAIN,-0.07
HDFC,2018-06-21,51.19891928402569,-14.26,GAIN,-0.07
HDFC,2018-06-22,53.86965376782077,-44.14,LOSS,-0.05
HDFC,2018-06-25,54.88500778142833,-67.55,GAIN,-0.08
HDFC,2018-06-26,48.83310453030005,-75.04,GAIN,-0.12
HDFC,2018-06-27,32.14564369310794,-65.15,LOSS,-0.13
HDFC,2018-06-28,28.56482551421307,-105.39,GAIN,-0.13
HDFC,2018-06-29,36.32056036258753,-66.96,GAIN,-0.11
HDFC,2018-07-02,24.332925336597327,-61.94,GAIN,-0.22
HDFC,2018-07-03,30.526604498080104,-37.92,LOSS,-0.22
HDFC,2018-07-04,30.08921330089214,-65.97,LOSS,-0.24
HDFC,2018-07-05,36.7569352708058,-64.85,LOSS,-0.29
HDFC,2018-07-06,36.57574761748278,-62.65,GAIN,-0.25
HDFC,2018-07-09,49.66097097911582,-2.29,GAIN,-0.22
HDFC,2018-07-10,55.532304472927045,42.36,GAIN,-0.21
HDFC,2018-07-11,59.465903671912265,94.78,LOSS,-0.12
HDFC,2018-07-12,53.68637297420682,107.69,LOSS,-0.14
HDFC,2018-07-13,58.58032378580323,45.73,LOSS,-0.08
HDFC,2018-07-16,52.182718271827184,34.66,LOSS,-0.01
HDFC,2018-07-17,48.8441145281018,-33.83,GAIN,-0.04
HDFC,2018-07-18,60.447951132603706,-24.74,LOSS,-0.03
HDFC,2018-07-19,44.169058178972115,-74.5,LOSS,-0.06
HDFC,2018-07-20,39.324487334137515,-125.27,GAIN,-0.17
HDFC,2018-07-23,38.62859931673984,-126.71,GAIN,-0.14
HDFC,2018-07-24,46.15214016411623,-58.86,GAIN,-0.14
HDFC,2018-07-25,48.94854586129753,-15.65,GAIN,-0.2
HDFC,2018-07-26,50.27124773960219,-38.93,GAIN,-0.17
HDFC,2018-07-27,43.57527571172097,-11.26,GAIN,-0.18
HDFC,2018-07-30,45.82615119428711,32.98,GAIN,0.06
HDFC,2018-07-31,43.84890250127613,78.56,LOSS,0.07
HDFC,2018-08-01,45.63081009296147,63.28,LOSS,0.06
HDFC,2018-08-02,45.413692836373215,32.7,GAIN,0.06
HDFC,2018-08-03,52.26325193567604,24.19,LOSS,0.06
HDFC,2018-08-06,52.73437499999997,7.33,GAIN,0.04
HDFC,2018-08-07,55.018587360594786,23.51,GAIN,0.04
HDFC,2018-08-08,67.5542406311637,53.01,LOSS,0.01
HDFC,2018-08-09,73.34047109207705,40.4,GAIN,0.02
HDFC,2018-08-10,73.04222302417898,39.11,LOSS,0.02
HDFC,2018-08-13,65.94641313742437,26.61,GAIN,0.04
HDFC,2018-08-14,65.07092198581557,42.26,LOSS,0.05
HDFC,2018-08-16,59.891258887494715,28.93,GAIN,0.05
HDFC,2018-08-17,65.27878349022447,68.63,LOSS,0.08
HDFC,2018-08-20,56.51445328864681,104.57,GAIN,0.05
HDFC,2018-08-21,66.30963972736123,178.91,GAIN,0.27
HDFC,2018-08-23,78.34714895754831,220.09,LOSS,0.32
